location,2022-02-12,2022-02-19,2022-02-26,2022-03-05,2022-03-12,2022-03-19,2022-03-26,2022-04-02,2022-04-09,2022-04-16,2022-04-23,2022-04-30,2022-05-07,2022-05-14,2022-05-21,2022-05-28,2022-06-04,2022-06-11,2022-06-18,2022-06-25,2022-07-02,2022-07-09,2022-07-16,2022-07-23,2022-07-30,2022-08-06,2022-08-13,2022-08-20,2022-08-27,2022-09-03,2022-09-10,2022-09-17,2022-09-24,2022-10-01,2022-10-08,2022-10-15,2022-10-22,2022-10-29,2022-11-05,2022-11-12,2022-11-19,2022-11-26,2022-12-03,2022-12-10,2022-12-17,2022-12-24,2022-12-31,2023-01-07,2023-01-14,2023-01-21,2023-01-28,2023-02-04,2023-02-11,2023-02-18,2023-02-25,2023-03-04,2023-03-11,2023-03-18,2023-03-25,2023-04-01,2023-04-08,2023-04-15,2023-04-22,2023-04-29,2023-05-06,2023-05-13,2023-05-20,2023-05-27,2023-06-03,2023-06-10,2023-06-17,2023-06-24,2023-07-01,2023-07-08,2023-07-15,2023-07-22,2023-07-29,2023-08-05,2023-08-12,2023-08-19,2023-08-26,2023-09-02,2023-09-09,2023-09-16,2023-09-23,2023-09-30,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29,2024-07-06,2024-07-13,2024-07-20,2024-07-27,2024-08-03,2024-08-10,2024-08-17,2024-08-24,2024-08-31,2024-09-07,2024-09-14,2024-09-21,2024-09-28,2024-10-05,2024-10-12,2024-10-19,2024-10-26,2024-11-02,2024-11-09,2024-11-16,2024-11-23,2024-11-30,2024-12-07,2024-12-14,2024-12-21,2024-12-28,2025-01-04,2025-01-11,2025-01-18,2025-01-25,2025-02-01,2025-02-08,2025-02-15,2025-02-22,2025-03-01,2025-03-08,2025-03-15,2025-03-22,2025-03-29,2025-04-05
31,29.0,32.0,40.0,53.0,43.0,61.0,60.0,25.0,35.0,29.0,16.0,16.0,6.0,4.0,7.0,3.0,6.0,9.0,3.0,6.0,9.0,5.0,7.0,1.0,3.0,3.0,0.0,6.0,9.0,8.0,2.0,9.0,2.0,18.0,20.0,11.0,12.0,12.0,31.0,24.0,31.0,60.0,104.0,122.0,166.0,140.0,144.0,99.0,63.0,55.0,22.0,6.0,2.0,6.0,9.0,6.0,14.0,11.0,9.0,10.0,3.0,6.0,7.0,4.0,2.0,4.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,6.0,1.0,5.0,9.0,8.0,7.0,5.0,5.0,4.0,8.0,8.0,11.0,13.0,62.0,51.0,50.0,55.0,35.0,47.0,47.0,54.0,54.0,84.0,95.0,86.0,69.0,60.0,51.0,54.0,45.0,27.0,17.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,4.0,11.0,10.0,19.0,78.0,131.0,211.0,171.0,128.0,182.0,308.0,319.0,311.0,294.0,197.0,153.0,80.0,58.0,37.0,13.0
32,8.0,9.0,9.0,24.0,33.0,41.0,53.0,68.0,110.0,88.0,84.0,59.0,59.0,79.0,99.0,93.0,71.0,89.0,62.0,36.0,24.0,20.0,18.0,4.0,5.0,1.0,0.0,1.0,5.0,7.0,1.0,8.0,11.0,15.0,35.0,15.0,15.0,12.0,35.0,92.0,162.0,265.0,478.0,445.0,318.0,226.0,179.0,116.0,37.0,21.0,11.0,4.0,11.0,12.0,3.0,4.0,3.0,6.0,8.0,4.0,4.0,8.0,0.0,4.0,7.0,6.0,3.0,6.0,6.0,11.0,8.0,8.0,7.0,6.0,10.0,7.0,4.0,6.0,6.0,3.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,6.0,7.0,8.0,12.0,22.0,27.0,39.0,45.0,77.0,118.0,158.0,185.0,143.0,145.0,78.0,67.0,58.0,35.0,51.0,43.0,49.0,43.0,30.0,39.0,26.0,35.0,23.0,26.0,21.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,11.0,25.0,43.0,47.0,61.0,81.0,113.0,208.0,255.0,387.0,260.0,189.0,196.0,178.0,222.0,147.0,117.0,97.0,79.0,88.0,81.0,70.0,41.0
33,9.0,7.0,0.0,2.0,14.0,10.0,7.0,6.0,13.0,17.0,28.0,24.0,21.0,14.0,13.0,6.0,6.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,9.0,9.0,29.0,65.0,76.0,117.0,141.0,108.0,47.0,23.0,19.0,4.0,8.0,4.0,2.0,2.0,4.0,10.0,9.0,9.0,6.0,0.0,1.0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,7.0,15.0,28.0,41.0,51.0,46.0,47.0,30.0,24.0,37.0,43.0,41.0,33.0,39.0,33.0,38.0,25.0,17.0,16.0,14.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,11.0,14.0,16.0,22.0,24.0,53.0,108.0,90.0,86.0,144.0,174.0,203.0,205.0,212.0,190.0,145.0,79.0,53.0,34.0,16.0
34,20.0,22.0,28.0,33.0,30.0,41.0,60.0,80.0,136.0,140.0,126.0,125.0,119.0,95.0,87.0,75.0,52.0,42.0,43.0,23.0,11.0,15.0,17.0,8.0,9.0,16.0,9.0,7.0,12.0,8.0,7.0,10.0,15.0,21.0,24.0,32.0,35.0,67.0,166.0,295.0,320.0,513.0,995.0,756.0,606.0,522.0,476.0,343.0,166.0,102.0,79.0,38.0,26.0,53.0,41.0,31.0,22.0,22.0,44.0,39.0,39.0,45.0,35.0,13.0,21.0,21.0,15.0,20.0,25.0,13.0,9.0,12.0,6.0,16.0,7.0,16.0,8.0,15.0,6.0,12.0,16.0,10.0,13.0,10.0,19.0,9.0,17.0,13.0,33.0,44.0,26.0,46.0,33.0,75.0,129.0,160.0,304.0,488.0,729.0,667.0,570.0,441.0,345.0,331.0,323.0,370.0,297.0,343.0,272.0,218.0,180.0,188.0,168.0,130.0,110.0,89.0,81.0,47.0,32.0,37.0,26.0,20.0,25.0,16.0,20.0,21.0,23.0,17.0,17.0,12.0,15.0,10.0,12.0,7.0,12.0,21.0,27.0,8.0,17.0,0.0,0.0,2.0,28.0,30.0,37.0,47.0,67.0,109.0,174.0,335.0,723.0,1326.0,1074.0,1239.0,1591.0,1794.0,1857.0,1511.0,1198.0,932.0,606.0,460.0,344.0,282.0,248.0
35,4.0,6.0,4.0,4.0,6.0,15.0,36.0,39.0,43.0,28.0,43.0,51.0,70.0,37.0,63.0,51.0,55.0,31.0,16.0,6.0,12.0,0.0,5.0,4.0,1.0,1.0,10.0,6.0,6.0,17.0,11.0,4.0,6.0,14.0,25.0,24.0,26.0,53.0,90.0,149.0,163.0,170.0,346.0,407.0,342.0,360.0,285.0,177.0,53.0,29.0,21.0,10.0,9.0,3.0,11.0,16.0,5.0,3.0,3.0,9.0,1.0,4.0,8.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,11.0,3.0,5.0,6.0,4.0,2.0,2.0,10.0,9.0,12.0,21.0,43.0,85.0,157.0,231.0,235.0,229.0,152.0,113.0,102.0,77.0,78.0,73.0,60.0,61.0,77.0,45.0,57.0,36.0,41.0,19.0,15.0,20.0,11.0,16.0,14.0,8.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,15.0,2.0,16.0,21.0,28.0,55.0,103.0,108.0,207.0,234.0,320.0,249.0,251.0,196.0,214.0,215.0,248.0,236.0,183.0,178.0,141.0,108.0,88.0,42.0
36,27.0,40.0,29.0,57.0,56.0,95.0,90.0,163.0,200.0,231.0,293.0,275.0,241.0,193.0,194.0,163.0,124.0,104.0,92.0,66.0,45.0,36.0,38.0,10.0,17.0,11.0,11.0,16.0,25.0,23.0,15.0,20.0,21.0,28.0,38.0,48.0,43.0,106.0,190.0,278.0,495.0,789.0,1325.0,1496.0,1733.0,1517.0,1309.0,956.0,517.0,309.0,236.0,145.0,104.0,87.0,55.0,49.0,56.0,67.0,106.0,75.0,78.0,75.0,47.0,37.0,52.0,54.0,50.0,61.0,46.0,39.0,37.0,36.0,29.0,23.0,17.0,28.0,19.0,33.0,21.0,15.0,20.0,38.0,21.0,12.0,19.0,48.0,37.0,26.0,37.0,48.0,57.0,88.0,123.0,178.0,345.0,509.0,744.0,944.0,1343.0,1278.0,1037.0,862.0,923.0,769.0,768.0,789.0,793.0,773.0,596.0,414.0,356.0,391.0,411.0,366.0,217.0,164.0,132.0,52.0,28.0,20.0,12.0,10.0,10.0,7.0,6.0,4.0,1.0,14.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,5.0,7.0,0.0,5.0,7.0,15.0,55.0,63.0,103.0,145.0,275.0,434.0,741.0,1541.0,2608.0,2256.0,2633.0,2942.0,3091.0,2952.0,2488.0,2019.0,1607.0,1278.0,1106.0,889.0,593.0,457.0
37,25.0,34.0,33.0,44.0,55.0,14.0,23.0,28.0,35.0,57.0,45.0,63.0,51.0,37.0,45.0,40.0,22.0,43.0,59.0,58.0,38.0,15.0,41.0,38.0,11.0,1.0,9.0,12.0,11.0,6.0,13.0,17.0,11.0,21.0,20.0,34.0,71.0,185.0,283.0,351.0,369.0,430.0,638.0,395.0,319.0,298.0,299.0,222.0,131.0,63.0,41.0,40.0,55.0,46.0,28.0,34.0,25.0,32.0,20.0,12.0,22.0,25.0,13.0,10.0,7.0,16.0,11.0,5.0,14.0,12.0,18.0,16.0,17.0,10.0,13.0,5.0,9.0,8.0,13.0,14.0,8.0,18.0,7.0,11.0,13.0,10.0,36.0,20.0,17.0,20.0,40.0,49.0,88.0,153.0,213.0,312.0,402.0,733.0,1076.0,779.0,505.0,310.0,308.0,255.0,174.0,179.0,160.0,160.0,132.0,94.0,83.0,88.0,77.0,55.0,23.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,48.0,47.0,14.0,27.0,38.0,31.0,43.0,65.0,173.0,292.0,611.0,942.0,831.0,1104.0,1581.0,1994.0,2279.0,1690.0,1169.0,917.0,821.0,665.0,434.0,301.0,182.0
38,7.0,8.0,0.0,3.0,7.0,5.0,9.0,4.0,4.0,7.0,7.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,6.0,10.0,13.0,22.0,49.0,34.0,66.0,72.0,82.0,72.0,52.0,28.0,24.0,9.0,16.0,10.0,9.0,5.0,5.0,11.0,0.0,0.0,7.0,5.0,3.0,5.0,7.0,2.0,13.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,4.0,17.0,11.0,16.0,26.0,51.0,52.0,32.0,41.0,48.0,40.0,31.0,29.0,25.0,22.0,21.0,29.0,20.0,31.0,19.0,18.0,15.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,5.0,8.0,22.0,56.0,38.0,61.0,89.0,104.0,127.0,85.0,63.0,47.0,31.0,36.0,24.0,25.0,14.0
39,26.0,33.0,32.0,53.0,75.0,94.0,104.0,97.0,127.0,133.0,115.0,104.0,99.0,79.0,66.0,45.0,37.0,21.0,20.0,12.0,11.0,6.0,5.0,11.0,7.0,4.0,1.0,10.0,10.0,13.0,16.0,7.0,11.0,15.0,17.0,32.0,33.0,105.0,196.0,257.0,311.0,560.0,954.0,957.0,972.0,799.0,706.0,489.0,194.0,122.0,72.0,58.0,49.0,47.0,24.0,23.0,26.0,34.0,29.0,33.0,12.0,25.0,18.0,19.0,17.0,17.0,218.0,14.0,10.0,11.0,11.0,14.0,37.0,37.0,40.0,33.0,117.0,9.0,10.0,8.0,16.0,13.0,15.0,9.0,9.0,16.0,18.0,21.0,21.0,17.0,21.0,26.0,56.0,75.0,134.0,160.0,239.0,438.0,638.0,562.0,542.0,505.0,590.0,590.0,602.0,609.0,655.0,637.0,622.0,357.0,299.0,242.0,264.0,193.0,110.0,78.0,46.0,9.0,12.0,11.0,5.0,3.0,2.0,6.0,2.0,6.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,11.0,229.0,17.0,24.0,40.0,40.0,55.0,91.0,152.0,301.0,697.0,1302.0,1044.0,1148.0,1707.0,2480.0,3211.0,3548.0,3091.0,2559.0,1905.0,1330.0,797.0,451.0,249.0
40,68.0,74.0,75.0,82.0,119.0,162.0,156.0,165.0,118.0,100.0,76.0,45.0,34.0,47.0,29.0,39.0,33.0,26.0,28.0,28.0,25.0,26.0,24.0,5.0,6.0,22.0,11.0,4.0,8.0,7.0,11.0,12.0,6.0,8.0,6.0,14.0,30.0,57.0,47.0,74.0,150.0,344.0,771.0,812.0,766.0,679.0,708.0,503.0,274.0,168.0,94.0,86.0,54.0,45.0,33.0,32.0,19.0,29.0,23.0,20.0,23.0,19.0,15.0,21.0,10.0,15.0,23.0,20.0,12.0,10.0,15.0,9.0,13.0,12.0,8.0,13.0,14.0,6.0,11.0,21.0,13.0,16.0,16.0,16.0,17.0,26.0,15.0,39.0,22.0,10.0,18.0,34.0,37.0,34.0,71.0,59.0,85.0,153.0,137.0,174.0,209.0,252.0,346.0,419.0,463.0,389.0,169.0,179.0,181.0,139.0,94.0,91.0,63.0,35.0,30.0,36.0,16.0,9.0,5.0,6.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,4.0,3.0,13.0,13.0,14.0,40.0,40.0,57.0,106.0,284.0,405.0,285.0,439.0,698.0,1116.0,1052.0,786.0,493.0,334.0,221.0,143.0,87.0,76.0,28.0
41,2.0,5.0,4.0,2.0,7.0,18.0,24.0,10.0,14.0,14.0,27.0,23.0,27.0,26.0,36.0,33.0,28.0,18.0,12.0,8.0,3.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,6.0,5.0,32.0,51.0,113.0,376.0,542.0,650.0,686.0,451.0,361.0,152.0,65.0,32.0,11.0,10.0,7.0,4.0,6.0,5.0,6.0,9.0,3.0,4.0,5.0,3.0,1.0,5.0,2.0,0.0,2.0,3.0,3.0,6.0,2.0,5.0,1.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,6.0,6.0,6.0,6.0,6.0,8.0,14.0,6.0,11.0,17.0,11.0,17.0,43.0,45.0,103.0,147.0,142.0,115.0,85.0,98.0,84.0,87.0,65.0,89.0,76.0,79.0,68.0,97.0,64.0,51.0,33.0,32.0,30.0,17.0,18.0,21.0,14.0,17.0,16.0,6.0,14.0,2.0,5.0,5.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,6.0,4.0,7.0,7.0,25.0,35.0,62.0,80.0,118.0,233.0,386.0,552.0,536.0,319.0,289.0,272.0,497.0,558.0,497.0,480.0,321.0,207.0,185.0,121.0,95.0,66.0
42,50.0,88.0,77.0,68.0,79.0,101.0,109.0,140.0,183.0,189.0,200.0,160.0,149.0,179.0,158.0,83.0,64.0,49.0,40.0,35.0,35.0,32.0,21.0,28.0,26.0,23.0,27.0,38.0,23.0,29.0,37.0,32.0,34.0,45.0,58.0,77.0,91.0,166.0,228.0,345.0,408.0,701.0,1299.0,1186.0,1045.0,1047.0,1101.0,809.0,452.0,303.0,235.0,193.0,180.0,194.0,168.0,169.0,176.0,154.0,154.0,105.0,65.0,66.0,82.0,80.0,47.0,62.0,54.0,57.0,66.0,60.0,56.0,49.0,47.0,46.0,41.0,37.0,36.0,51.0,37.0,38.0,57.0,42.0,43.0,48.0,46.0,60.0,41.0,40.0,42.0,49.0,31.0,81.0,89.0,123.0,212.0,279.0,391.0,702.0,933.0,761.0,577.0,454.0,405.0,450.0,425.0,493.0,493.0,544.0,511.0,369.0,345.0,267.0,256.0,196.0,146.0,116.0,95.0,84.0,92.0,85.0,79.0,59.0,80.0,51.0,47.0,46.0,58.0,50.0,59.0,55.0,44.0,53.0,55.0,63.0,43.0,54.0,83.0,45.0,61.0,26.0,6.0,63.0,97.0,142.0,111.0,134.0,115.0,176.0,268.0,492.0,1005.0,1674.0,1594.0,2476.0,3065.0,3778.0,4263.0,4318.0,3579.0,3019.0,2356.0,1607.0,1248.0,932.0,586.0
44,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,5.0,9.0,10.0,5.0,6.0,8.0,6.0,7.0,6.0,1.0,2.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,6.0,3.0,14.0,22.0,54.0,41.0,57.0,49.0,36.0,9.0,16.0,10.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,6.0,6.0,24.0,16.0,46.0,48.0,34.0,34.0,24.0,17.0,21.0,29.0,34.0,27.0,23.0,21.0,13.0,14.0,16.0,14.0,11.0,7.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,6.0,10.0,28.0,23.0,45.0,93.0,69.0,107.0,113.0,173.0,202.0,180.0,131.0,107.0,65.0,57.0,28.0,17.0,16.0
45,11.0,17.0,13.0,16.0,14.0,14.0,7.0,15.0,18.0,31.0,32.0,29.0,20.0,27.0,37.0,30.0,27.0,25.0,17.0,29.0,11.0,8.0,4.0,26.0,15.0,6.0,6.0,3.0,3.0,9.0,7.0,9.0,17.0,18.0,33.0,42.0,70.0,156.0,248.0,256.0,228.0,215.0,245.0,160.0,149.0,118.0,157.0,161.0,79.0,58.0,41.0,40.0,46.0,43.0,41.0,29.0,31.0,21.0,24.0,20.0,24.0,22.0,21.0,27.0,17.0,23.0,21.0,17.0,26.0,21.0,23.0,23.0,20.0,14.0,18.0,16.0,20.0,18.0,8.0,15.0,20.0,9.0,22.0,25.0,26.0,28.0,22.0,26.0,32.0,21.0,45.0,52.0,64.0,81.0,133.0,177.0,264.0,421.0,649.0,473.0,268.0,197.0,213.0,175.0,132.0,130.0,111.0,107.0,97.0,74.0,66.0,63.0,44.0,64.0,37.0,30.0,31.0,21.0,22.0,18.0,19.0,28.0,29.0,20.0,17.0,19.0,20.0,15.0,16.0,22.0,15.0,16.0,24.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,8.0,8.0,11.0,21.0,13.0,12.0,18.0,40.0,79.0,160.0,327.0,520.0,430.0,638.0,823.0,1259.0,1232.0,690.0,474.0,442.0,408.0,266.0,182.0,129.0,80.0
46,18.0,13.0,12.0,30.0,13.0,12.0,5.0,5.0,11.0,4.0,3.0,8.0,3.0,19.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,12.0,13.0,9.0,9.0,13.0,24.0,58.0,73.0,84.0,97.0,84.0,59.0,69.0,15.0,12.0,15.0,15.0,9.0,16.0,4.0,7.0,15.0,16.0,20.0,13.0,13.0,5.0,4.0,4.0,7.0,7.0,3.0,3.0,4.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,7.0,6.0,13.0,33.0,48.0,54.0,32.0,16.0,27.0,23.0,18.0,26.0,42.0,46.0,37.0,43.0,59.0,33.0,37.0,14.0,24.0,14.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,8.0,14.0,33.0,47.0,50.0,55.0,88.0,139.0,207.0,183.0,110.0,89.0,53.0,26.0,16.0,11.0,4.0
47,21.0,26.0,42.0,29.0,28.0,28.0,43.0,38.0,31.0,35.0,34.0,35.0,18.0,30.0,15.0,18.0,20.0,18.0,25.0,15.0,35.0,9.0,7.0,11.0,14.0,17.0,16.0,13.0,15.0,14.0,20.0,17.0,32.0,38.0,39.0,59.0,87.0,122.0,231.0,311.0,285.0,471.0,687.0,486.0,258.0,226.0,248.0,174.0,100.0,69.0,41.0,43.0,28.0,57.0,43.0,41.0,27.0,29.0,31.0,45.0,29.0,25.0,22.0,18.0,24.0,15.0,14.0,27.0,20.0,27.0,31.0,13.0,24.0,21.0,23.0,23.0,16.0,22.0,26.0,26.0,23.0,27.0,46.0,34.0,24.0,41.0,28.0,32.0,43.0,44.0,44.0,47.0,57.0,73.0,98.0,152.0,178.0,294.0,538.0,474.0,390.0,350.0,280.0,223.0,196.0,195.0,201.0,236.0,188.0,129.0,127.0,84.0,102.0,77.0,58.0,51.0,22.0,17.0,21.0,20.0,30.0,17.0,15.0,12.0,7.0,10.0,11.0,10.0,13.0,9.0,9.0,9.0,8.0,11.0,8.0,6.0,2.0,5.0,4.0,2.0,8.0,31.0,45.0,80.0,94.0,58.0,60.0,115.0,217.0,372.0,747.0,1063.0,684.0,568.0,646.0,944.0,1067.0,699.0,531.0,526.0,477.0,461.0,308.0,219.0,150.0
48,133.0,227.0,323.0,305.0,408.0,592.0,595.0,527.0,352.0,330.0,411.0,171.0,131.0,144.0,129.0,115.0,88.0,76.0,110.0,92.0,80.0,56.0,83.0,82.0,62.0,60.0,64.0,89.0,71.0,95.0,105.0,123.0,215.0,127.0,223.0,308.0,479.0,702.0,957.0,1108.0,1168.0,1798.0,2182.0,1775.0,1533.0,1302.0,1413.0,1246.0,764.0,491.0,347.0,281.0,270.0,241.0,208.0,171.0,157.0,159.0,131.0,156.0,128.0,126.0,102.0,110.0,197.0,99.0,97.0,106.0,83.0,75.0,100.0,109.0,87.0,79.0,96.0,86.0,92.0,109.0,119.0,122.0,110.0,126.0,110.0,128.0,102.0,118.0,121.0,168.0,242.0,245.0,348.0,427.0,428.0,534.0,699.0,829.0,1155.0,1597.0,1975.0,2093.0,1964.0,1682.0,1868.0,1869.0,1500.0,1125.0,995.0,811.0,637.0,538.0,398.0,360.0,308.0,275.0,255.0,171.0,89.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,5.0,0.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,79.0,46.0,64.0,103.0,182.0,223.0,273.0,403.0,530.0,708.0,1172.0,2049.0,2519.0,2014.0,2425.0,3300.0,4691.0,4193.0,2478.0,1756.0,1526.0,1208.0,903.0,601.0,531.0,342.0
49,3.0,3.0,5.0,9.0,12.0,17.0,6.0,17.0,14.0,16.0,9.0,1.0,12.0,10.0,7.0,1.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,12.0,6.0,12.0,8.0,29.0,34.0,60.0,41.0,63.0,83.0,66.0,22.0,22.0,7.0,7.0,7.0,12.0,4.0,3.0,7.0,3.0,3.0,3.0,6.0,3.0,6.0,0.0,4.0,6.0,4.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,9.0,5.0,9.0,5.0,7.0,10.0,17.0,17.0,24.0,58.0,80.0,63.0,47.0,28.0,38.0,28.0,16.0,19.0,9.0,17.0,14.0,13.0,11.0,11.0,5.0,1.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,10.0,20.0,20.0,64.0,87.0,163.0,287.0,388.0,256.0,199.0,185.0,195.0,213.0,201.0,183.0,123.0,121.0,102.0,76.0,54.0,52.0
50,0.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,14.0,12.0,12.0,6.0,7.0,3.0,0.0,2.0,0.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,13.0,31.0,45.0,56.0,64.0,81.0,51.0,12.0,10.0,5.0,3.0,0.0,2.0,2.0,1.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,3.0,3.0,8.0,8.0,12.0,19.0,15.0,24.0,26.0,21.0,18.0,20.0,21.0,26.0,30.0,29.0,24.0,18.0,15.0,9.0,16.0,10.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,8.0,19.0,33.0,35.0,41.0,58.0,84.0,134.0,115.0,104.0,65.0,43.0,32.0,34.0,26.0,28.0
